boundaryCollection,boundaryName,boundaryISO,boundaryYearRepresented,boundaryType,boundaryCanonical,nameField,boundarySource-1,boundarySource-2,boundarySource-3,boundarySource-4,boundaryLicense,licenseDetail,licenseSource,boundarySourceURL,sourceDataUpdateDate,buildUpdateDate,Continent,UNSDG-region,UNSDG-subregion,worldBankIncomeGroup,apiURL,boundaryCount,boundaryYearSourceLag,statsArea,statsPerimeter,statsVertices,statsLineResolution,statsVertexDensity
geoBoundaries (Open),Equatorial Guinea,GNQ,2016,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Africa,Sub-Saharan Africa,Middle Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GNQ/ADM0/geoBoundaries-GNQ-ADM0.topojson,1,,27032.514072412534,1063.355970236916,6709,158.49693996674853,6.309270073036063
geoBoundaries (Open),Equatorial Guinea,GNQ,2016,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Africa,Sub-Saharan Africa,Middle Africa,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GNQ/ADM1/geoBoundaries-GNQ-ADM1.topojson,7,,27032.494796895688,2329.373436689648,8219,283.41324208415233,3.5284166422367647
geoBoundaries (Open),Mauritania,MRT,2020,ADM2,Mauritania,shapeName,geoBoundaries (Open),World Food Programme,OCHA ROWCA,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/mauritania-administrative-boundaries,data.humdata.org/dataset/mauritania-administrative-boundaries,"Sep 08, 2021","Sep 09, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MRT/ADM2/geoBoundaries-MRT-ADM2.topojson,57,,1035384.9820852884,30570.797700895208,4596,6651.6095954950415,0.15033955099789284
geoBoundaries (Open),Mauritania,MRT,2020,ADM0,Mauritania,shapeName,geoBoundaries (Open),World Food Programme and OCHA,,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/mauritania-administrative-boundaries,data.humdata.org/dataset/mauritania-administrative-boundaries,"Mar 01, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MRT/ADM0/geoBoundaries-MRT-ADM0.topojson,1,,1035364.0116711342,5883.147430354811,1532,3840.1745628947856,0.2604048289008466
geoBoundaries (Open),Mauritania,MRT,2015,ADM1,Wilya,shapeName,geoBoundaries (Open),Princeton University Library,,,Creative Commons Attribution-ShareAlike 3.0 Unported,,maps.princeton.edu/catalog/stanford-nw291zj7245/metadata,maps.princeton.edu/catalog/stanford-nw291zj7245,"May 06, 2021","Aug 27, 2021",Africa,Sub-Saharan Africa,Western Africa,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/MRT/ADM1/geoBoundaries-MRT-ADM1.topojson,13,,1041174.133555937,17858.51273665181,33787,528.5616579350582,1.8919268641367575
geoBoundaries (Open),Turkmenistan,TKM,2009,ADM2,Unknown,shapeName,geoBoundaries (Open),CIESIN,,,Creative Commons Attribution-ShareAlike 3.0 Unported,Digitized. License noted on map image,sedac.ciesin.columbia.edu/data/set/grump-v1-population-density/maps/7,sedac.ciesin.columbia.edu/data/set/grump-v1-population-density/maps/7,"Sep 25, 2020","Aug 27, 2021",Asia,Central and Southern Asia,Central Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TKM/ADM2/geoBoundaries-TKM-ADM2.topojson,59,,491553.57979026757,27010.11937105245,5872,4599.815969184681,0.21740000180425703
geoBoundaries (Open),Turkmenistan,TKM,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Asia,Central and Southern Asia,Central Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TKM/ADM0/geoBoundaries-TKM-ADM0.topojson,1,,466285.235303482,6582.958653374872,18350,358.74434078337174,2.787500418310017
geoBoundaries (Open),Turkmenistan,TKM,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Asia,Central and Southern Asia,Central Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TKM/ADM1/geoBoundaries-TKM-ADM1.topojson,6,,466285.3721457909,11164.228193246014,18596,600.3564311274475,1.6656771680150682
geoBoundaries (Open),Brunei Darussalam,BRN,2006,ADM2,Unknown,shapeName,geoBoundaries (Open),IFAD,,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BRN/ADM2/geoBoundaries-BRN-ADM2.topojson,38,,5871.486384684849,2042.688271926301,1338,1526.672848973319,0.6550191815309322
geoBoundaries (Open),Brunei Darussalam,BRN,2017,ADM0,"Nation of Brunei, the Abode of Peace",shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Nov 08, 2020","Aug 25, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BRN/ADM0/geoBoundaries-BRN-ADM0.topojson,1,,5850.601613084954,732.8918904851021,3979,184.18996996358433,5.42917727929326
geoBoundaries (Open),Brunei Darussalam,BRN,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/BRN/ADM1/geoBoundaries-BRN-ADM1.topojson,4,,5850.573530211997,914.8653977363408,4053,225.72548673484846,4.4301599011487065
geoBoundaries (Open),Turkey,TUR,2021,ADM2,Districts,shapeName,geoBoundaries (Open),OpenStreetMap,OSM Boundaries,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,osm-boundaries.com,"Jun 02, 2021","Aug 27, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TUR/ADM2/geoBoundaries-TUR-ADM2.topojson,973,,779974.156982064,144868.00233539322,575157,251.8755789034876,3.9702142000164886
geoBoundaries (Open),Turkey,TUR,2021,ADM0,Republic of Turkey,shapeName,geoBoundaries (Open),Open Street Map,,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,osm-boundaries.com/,"May 30, 2021","Aug 27, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TUR/ADM0/geoBoundaries-TUR-ADM0.topojson,1,,780053.4500127896,12301.410237423384,255075,48.22664015455605,20.735427489769435
geoBoundaries (Open),Turkey,TUR,2021,ADM1,province,shapeName,geoBoundaries (Open),Open Street Map,,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,osm-boundaries.com/,"May 30, 2021","Aug 27, 2021",Asia,Northern Africa and Western Asia,Western Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TUR/ADM1/geoBoundaries-TUR-ADM1.topojson,81,,780043.4796903303,54846.28894959743,366193,149.77426916843694,6.676714268426139
geoBoundaries (Open),Republic of Korea,KOR,2020,ADM2,Districts,shapeName,geoBoundaries (Open),OpenStreetMap,OSM Boundaries,,Open Data Commons Open Database License 1.0,,www.openstreetmap.org/copyright,osm-boundaries.com,"Jan 03, 2021","Aug 26, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KOR/ADM2/geoBoundaries-KOR-ADM2.topojson,229,,100851.33792606788,36732.99010481443,491070,74.80194291000149,13.368636710454933
geoBoundaries (Open),Republic of Korea,KOR,2018,ADM3,submunicipalities,shapeName,geoBoundaries (Open),Justin Meyers,KoStat,,Korea Open Government License Type 1 (Source Indication),Korean government's open source license - Public Nuri,www.kogl.or.kr/info/license.do,github.com/southkorea/southkorea-maps/tree/master/kostat/2018/json,"Jan 13, 2021","Aug 26, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KOR/ADM3/geoBoundaries-KOR-ADM3.topojson,3504,,100668.28175113813,83459.10626692233,777182,107.38682350713516,9.312129433957569
geoBoundaries (Open),Republic of Korea,KOR,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KOR/ADM0/geoBoundaries-KOR-ADM0.topojson,1,,100447.56219352296,11219.47919988777,213568,52.53352187541097,19.035464676661316
geoBoundaries (Open),Republic of Korea,KOR,2017,ADM1,provinces,shapeName,geoBoundaries (Open),geoBoundaries,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Jan 11, 2021","Aug 26, 2021",Asia,Eastern and South-Eastern Asia,Eastern Asia,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/KOR/ADM1/geoBoundaries-KOR-ADM1.topojson,17,,100447.56253465365,16929.997241591132,256031,66.12479442564039,15.122920361204821
geoBoundaries (Open),Georgia,GEO,2017,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Asia,Northern Africa and Western Asia,Western Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GEO/ADM2/geoBoundaries-GEO-ADM2.topojson,74,,69655.97668692941,12836.123491477985,59480,215.80570765766618,4.633797738039004
geoBoundaries (Open),Georgia,GEO,2017,ADM0,Georgia,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Creative Commons Attribution-ShareAlike 2.0,,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Nov 12, 2020","Aug 25, 2021",Asia,Northern Africa and Western Asia,Western Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GEO/ADM0/geoBoundaries-GEO-ADM0.topojson,1,,69657.79540681737,2161.787053957659,15399,140.38489862703156,7.12327329919407
geoBoundaries (Open),Georgia,GEO,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Asia,Northern Africa and Western Asia,Western Asia,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/GEO/ADM1/geoBoundaries-GEO-ADM1.topojson,13,,69657.78005969727,5940.504913880482,34733,171.0334527360286,5.84680940484427
geoBoundaries (Open),Albania,ALB,2013,ADM2,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ALB/ADM2/geoBoundaries-ALB-ADM2.topojson,36,,28328.320491528273,6021.242567424051,53125,113.34103656327626,8.822929720090551
geoBoundaries (Open),Albania,ALB,2013,ADM3,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Oct 05, 2020","Aug 26, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ALB/ADM3/geoBoundaries-ALB-ADM3.topojson,373,,28327.915773452394,16357.427109964688,117356,139.3829638873572,7.174477942714387
geoBoundaries (Open),Albania,ALB,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 25, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ALB/ADM0/geoBoundaries-ALB-ADM0.topojson,1,,28335.861127791668,1511.820475285106,26549,56.94453558646676,17.560947502707467
geoBoundaries (Open),Albania,ALB,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 26, 2021",Europe,Europe and Northern America,Southern Europe,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/ALB/ADM1/geoBoundaries-ALB-ADM1.topojson,12,,28335.86108182981,4037.187329657229,41242,97.89019275634618,10.215527948637842
geoBoundaries (Open),Liechtenstein,LIE,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Western Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LIE/ADM0/geoBoundaries-LIE-ADM0.topojson,1,,160.5205463717867,77.93442036319799,2521,30.914089791034506,32.347709628831225
geoBoundaries (Open),Liechtenstein,LIE,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Europe,Europe and Northern America,Western Europe,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/LIE/ADM1/geoBoundaries-LIE-ADM1.topojson,11,,160.5192097525206,347.3650391805116,6784,51.20357299241032,19.529887106671747
geoBoundaries (Open),Trinidad and Tobago,TTO,2017,ADM0,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TTO/ADM0/geoBoundaries-TTO-ADM0.topojson,1,,5139.040380350199,756.3353813197573,12337,61.30626419062635,16.311546841128493
geoBoundaries (Open),Trinidad and Tobago,TTO,2017,ADM1,Unknown,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Sep 25, 2020","Aug 27, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Caribbean,High-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/TTO/ADM1/geoBoundaries-TTO-ADM1.topojson,14,,5139.034937579192,1409.792828818297,12781,110.30379695002715,9.065871054765662
geoBoundaries (Open),Honduras,HND,2019,ADM2,Municipalities,shapeName,geoBoundaries (Open),"ICF - Instituto Nacional de Conservación y Desarrollo Forestal, Áreas Protegidas y Vida Silvestre",Gobierno de la República de Honduras,,Creative Commons Attribution 4.0 International (CC BY 4.0),,creativecommons.org/licenses/by/4.0/,datos.gob.hn/en/dataset/limites-municipales/resource/0a086bb7-1e3e-4cb0-b7d8-e21a8417dc5f,"Apr 08, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HND/ADM2/geoBoundaries-HND-ADM2.topojson,298,,111550.15685490944,29124.55581859915,2046921,14.22847086848938,70.28162121163824
geoBoundaries (Open),Honduras,HND,2017,ADM0,Republic of Honduras,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Jan 15, 2021","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HND/ADM0/geoBoundaries-HND-ADM0.topojson,1,,112013.51276392025,3953.508054783899,45232,87.40511263671513,11.440978334486385
geoBoundaries (Open),Honduras,HND,2017,ADM1,Departments,shapeName,geoBoundaries (Open),OpenStreetMap,Wambacher,,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,"Nov 09, 2020","Aug 26, 2021",Latin America and the Caribbean,Latin America and the Caribbean,Central America,Lower-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/HND/ADM1/geoBoundaries-HND-ADM1.topojson,18,,112013.5428954582,9831.452441701676,88872,110.6248586922954,9.03955956935063
geoBoundaries (Open),Thailand,THA,2019,ADM2,districts,shapeName,geoBoundaries (Open),Royal Thai Survey Department,OCHA ROAP,,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),,data.humdata.org/dataset/thailand-administrative-boundaries,data.humdata.org/dataset/thailand-administrative-boundaries,"Sep 08, 2021","Sep 14, 2021",Asia,Eastern and South-Eastern Asia,South-Eastern Asia,Upper-middle-income Countries,https://github.com/wmgeolab/geoBoundaries/raw/main/releaseData/gbOpen/THA/ADM2/geoBoundaries-THA-ADM2.topojson,928,,515415.5912580316,133098.49164330753,5979722,22.258307600806113,44.92704557482995
